Entry Date,Faculty,Publication Type,Year,Title,Role,Affiliation,Status,Reference,Theme,,,,,,,,,,,,,,,,
2024-09-18,Sharifullah Baig,Article,2024,"Changes in Values and Perception of Life: Natural Disaster
Devastates a Mountain Community",Main Author,PDCN,Published,"Baig, Sharifullah and Begum, Abida (2024) ""Changes in Values and Perception of Life: Natural Disaster Devastates a Mountain Community,"" The Journal of Values-Based Leadership: Vol. 17 : Iss. 2 , Article 17.",,,,,,,,,,,,,,,,,
2024-09-18,Abida Begum,Article,2024,"Changes in Values and Perception of Life: Natural Disaster
Devastates a Mountain Community",Secondary Author,PDCN,Published,"Baig, Sharifullah and Begum, Abida (2024) ""Changes in Values and Perception of Life: Natural Disaster Devastates a Mountain Community,"" The Journal of Values-Based Leadership: Vol. 17 : Iss. 2 , Article 17.",,,,,,,,,,,,,,,,,
2024-08-14,Azra Naseem,Article,2024,Being and Becoming Third-Space Professionals: A Case Study from Low-and-middle income countries,Main Author,IED,Accepted,"Naseem, A., Khan, J.K., Khamis, T., Rarieya, J. (Accepted). Being and Becoming Third-Space Professionals: A Case Study from Low-and-middle income countries. Journal of Learning Development in Higher Education",,,,,,,,,,,,,,,,,
2024-08-14,Jane Rarieya,Article,2024,Being and Becoming Third-Space Professionals: A Case Study from Low-and-middle income countries,Secondary Author,External,Accepted,"Naseem, A., Khan, J.K., Khamis, T., Rarieya, J. (Accepted). Being and Becoming Third-Space Professionals: A Case Study from Low-and-middle income countries. Journal of Learning Development in Higher Education",,,,,,,,,,,,,,,,,
2024-08-14,Tashmin Khamis,Article,2024,Being and Becoming Third-Space Professionals: A Case Study from Low-and-middle income countries,Secondary Author,External,Accepted,"Naseem, A., Khan, J.K., Khamis, T., Rarieya, J. (Accepted). Being and Becoming Third-Space Professionals: A Case Study from Low-and-middle income countries. Journal of Learning Development in Higher Education",,,,,,,,,,,,,,,,,
2024-08-14,"Khan, J. K.",Article,2024,Being and Becoming Third-Space Professionals: A Case Study from Low-and-middle income countries,Secondary Author,External,Accepted,"Naseem, A., Khan, J.K., Khamis, T., Rarieya, J. (Accepted). Being and Becoming Third-Space Professionals: A Case Study from Low-and-middle income countries. Journal of Learning Development in Higher Education",,,,,,,,,,,,,,,,,
2024-03-01,Maha Inam,Article,2024,A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing,Main Author,External,Published,"Inam, M., Sheikh, S., Minhas, A. M. K., Vaughan, E. M., Krittanawong, C., Samad, Z., Lavie, C. J., Khoja, A., D’Cruze, M., Slipczuk, L., Alarakhiya, F., Naseem, A., Haider, A. H., & Virani, S. S. (2024). A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing. Current Problems in Cardiology, 49(3), 102387–102387. https://doi.org/10.1016/j.cpcardiol.2024.102387",,,,,,,,,,,,,,,,,
2024-03-01,Sana Sheikh,Article,2024,A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing,Secondary Author,External,Published,"Inam, M., Sheikh, S., Minhas, A. M. K., Vaughan, E. M., Krittanawong, C., Samad, Z., Lavie, C. J., Khoja, A., D’Cruze, M., Slipczuk, L., Alarakhiya, F., Naseem, A., Haider, A. H., & Virani, S. S. (2024). A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing. Current Problems in Cardiology, 49(3), 102387–102387. https://doi.org/10.1016/j.cpcardiol.2024.102387",,,,,,,,,,,,,,,,,
2024-03-01,Abdul Mannan Khan Minhas,Article,2024,A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing,Secondary Author,External,Published,"Inam, M., Sheikh, S., Minhas, A. M. K., Vaughan, E. M., Krittanawong, C., Samad, Z., Lavie, C. J., Khoja, A., D’Cruze, M., Slipczuk, L., Alarakhiya, F., Naseem, A., Haider, A. H., & Virani, S. S. (2024). A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing. Current Problems in Cardiology, 49(3), 102387–102387. https://doi.org/10.1016/j.cpcardiol.2024.102387",,,,,,,,,,,,,,,,,
2024-03-01,Elizabeth M. Vaughan,Article,2024,A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing,Secondary Author,External,Published,"Inam, M., Sheikh, S., Minhas, A. M. K., Vaughan, E. M., Krittanawong, C., Samad, Z., Lavie, C. J., Khoja, A., D’Cruze, M., Slipczuk, L., Alarakhiya, F., Naseem, A., Haider, A. H., & Virani, S. S. (2024). A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing. Current Problems in Cardiology, 49(3), 102387–102387. https://doi.org/10.1016/j.cpcardiol.2024.102387",,,,,,,,,,,,,,,,,
2024-03-01,Chayakrit Krittanawong,Article,2024,A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing,Secondary Author,External,Published,"Inam, M., Sheikh, S., Minhas, A. M. K., Vaughan, E. M., Krittanawong, C., Samad, Z., Lavie, C. J., Khoja, A., D’Cruze, M., Slipczuk, L., Alarakhiya, F., Naseem, A., Haider, A. H., & Virani, S. S. (2024). A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing. Current Problems in Cardiology, 49(3), 102387–102387. https://doi.org/10.1016/j.cpcardiol.2024.102387",,,,,,,,,,,,,,,,,
2024-03-01,Zainab Samad,Article,2024,A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing,Secondary Author,External,Published,"Inam, M., Sheikh, S., Minhas, A. M. K., Vaughan, E. M., Krittanawong, C., Samad, Z., Lavie, C. J., Khoja, A., D’Cruze, M., Slipczuk, L., Alarakhiya, F., Naseem, A., Haider, A. H., & Virani, S. S. (2024). A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing. Current Problems in Cardiology, 49(3), 102387–102387. https://doi.org/10.1016/j.cpcardiol.2024.102387",,,,,,,,,,,,,,,,,
2024-03-01,Carl J. Lavie,Article,2024,A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing,Secondary Author,External,Published,"Inam, M., Sheikh, S., Minhas, A. M. K., Vaughan, E. M., Krittanawong, C., Samad, Z., Lavie, C. J., Khoja, A., D’Cruze, M., Slipczuk, L., Alarakhiya, F., Naseem, A., Haider, A. H., & Virani, S. S. (2024). A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing. Current Problems in Cardiology, 49(3), 102387–102387. https://doi.org/10.1016/j.cpcardiol.2024.102387",,,,,,,,,,,,,,,,,
2024-03-01,Adeel Khoja,Article,2024,A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing,Secondary Author,External,Published,"Inam, M., Sheikh, S., Minhas, A. M. K., Vaughan, E. M., Krittanawong, C., Samad, Z., Lavie, C. J., Khoja, A., D’Cruze, M., Slipczuk, L., Alarakhiya, F., Naseem, A., Haider, A. H., & Virani, S. S. (2024). A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing. Current Problems in Cardiology, 49(3), 102387–102387. https://doi.org/10.1016/j.cpcardiol.2024.102387",,,,,,,,,,,,,,,,,
2024-03-01,Melaine D'Cruze,Article,2024,A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing,Secondary Author,External,Published,"Inam, M., Sheikh, S., Minhas, A. M. K., Vaughan, E. M., Krittanawong, C., Samad, Z., Lavie, C. J., Khoja, A., D’Cruze, M., Slipczuk, L., Alarakhiya, F., Naseem, A., Haider, A. H., & Virani, S. S. (2024). A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing. Current Problems in Cardiology, 49(3), 102387–102387. https://doi.org/10.1016/j.cpcardiol.2024.102387",,,,,,,,,,,,,,,,,
2024-03-01,Leandro Slipczuk,Article,2024,A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing,Secondary Author,External,Published,"Inam, M., Sheikh, S., Minhas, A. M. K., Vaughan, E. M., Krittanawong, C., Samad, Z., Lavie, C. J., Khoja, A., D’Cruze, M., Slipczuk, L., Alarakhiya, F., Naseem, A., Haider, A. H., & Virani, S. S. (2024). A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing. Current Problems in Cardiology, 49(3), 102387–102387. https://doi.org/10.1016/j.cpcardiol.2024.102387",,,,,,,,,,,,,,,,,
2024-03-01,Farhana Alarakhiya,Article,2024,A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing,Secondary Author,External,Published,"Inam, M., Sheikh, S., Minhas, A. M. K., Vaughan, E. M., Krittanawong, C., Samad, Z., Lavie, C. J., Khoja, A., D’Cruze, M., Slipczuk, L., Alarakhiya, F., Naseem, A., Haider, A. H., & Virani, S. S. (2024). A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing. Current Problems in Cardiology, 49(3), 102387–102387. https://doi.org/10.1016/j.cpcardiol.2024.102387",,,,,,,,,,,,,,,,,
2024-03-01,Azra Naseem,Article,2024,A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing,Secondary Author,IED,Published,"Inam, M., Sheikh, S., Minhas, A. M. K., Vaughan, E. M., Krittanawong, C., Samad, Z., Lavie, C. J., Khoja, A., D’Cruze, M., Slipczuk, L., Alarakhiya, F., Naseem, A., Haider, A. H., & Virani, S. S. (2024). A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing. Current Problems in Cardiology, 49(3), 102387–102387. https://doi.org/10.1016/j.cpcardiol.2024.102387",,,,,,,,,,,,,,,,,
2024-03-01,Adil H. Haider,Article,2024,A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing,Secondary Author,External,Published,"Inam, M., Sheikh, S., Minhas, A. M. K., Vaughan, E. M., Krittanawong, C., Samad, Z., Lavie, C. J., Khoja, A., D’Cruze, M., Slipczuk, L., Alarakhiya, F., Naseem, A., Haider, A. H., & Virani, S. S. (2024). A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing. Current Problems in Cardiology, 49(3), 102387–102387. https://doi.org/10.1016/j.cpcardiol.2024.102387",,,,,,,,,,,,,,,,,
2024-03-01,Salim S. Virani,Article,2024,A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing,Secondary Author,External,Published,"Inam, M., Sheikh, S., Minhas, A. M. K., Vaughan, E. M., Krittanawong, C., Samad, Z., Lavie, C. J., Khoja, A., D’Cruze, M., Slipczuk, L., Alarakhiya, F., Naseem, A., Haider, A. H., & Virani, S. S. (2024). A review of top cardiology and cardiovascular medicine journal guidelines regarding the use of generative artificial intelligence tools in scientific writing. Current Problems in Cardiology, 49(3), 102387–102387. https://doi.org/10.1016/j.cpcardiol.2024.102387",,,,,,,,,,,,,,,,,
2024-03-01,Unab I Khan,Article,2024,Evaluation of FamMed essentials: a blended-learning program for capacity building of general practitioners in Pakistan,Main Author,External,Published,"Khan, U.I., Farazdaq, H., Naseem, A. et al. (2024). Evaluation of FamMed essentials: a blended-learning program for capacity building of general practitioners in Pakistan. BMC Med Educ 24, 218. https://doi.org/10.1186/s12909-024-05069-y",,,,,,,,,,,,,,,,,
2024-03-01,Azra Naseem,Article,2024,Evaluation of FamMed essentials: a blended-learning program for capacity building of general practitioners in Pakistan,Secondary Author,IED,Published,"Khan, U.I., Farazdaq, H., Naseem, A. et al. (2024). Evaluation of FamMed essentials: a blended-learning program for capacity building of general practitioners in Pakistan. BMC Med Educ 24, 218. https://doi.org/10.1186/s12909-024-05069-y",,,,,,,,,,,,,,,,,
2024-03-01,Hamida Farazdaq,Article,2024,Evaluation of FamMed essentials: a blended-learning program for capacity building of general practitioners in Pakistan,Secondary Author,External,Published,"Khan, U.I., Farazdaq, H., Naseem, A. et al. (2024). Evaluation of FamMed essentials: a blended-learning program for capacity building of general practitioners in Pakistan. BMC Med Educ 24, 218. https://doi.org/10.1186/s12909-024-05069-y",,,,,,,,,,,,,,,,,
2024-03-01,Waseem Suleman,Article,2024,Evaluation of FamMed essentials: a blended-learning program for capacity building of general practitioners in Pakistan,Secondary Author,External,Published,"Khan, U.I., Farazdaq, H., Naseem, A. et al. (2024). Evaluation of FamMed essentials: a blended-learning program for capacity building of general practitioners in Pakistan. BMC Med Educ 24, 218. https://doi.org/10.1186/s12909-024-05069-y",,,,,,,,,,,,,,,,,
2024-03-01,Sania Saleem,Article,2024,Evaluation of FamMed essentials: a blended-learning program for capacity building of general practitioners in Pakistan,Secondary Author,External,Published,"Khan, U.I., Farazdaq, H., Naseem, A. et al. (2024). Evaluation of FamMed essentials: a blended-learning program for capacity building of general practitioners in Pakistan. BMC Med Educ 24, 218. https://doi.org/10.1186/s12909-024-05069-y",,,,,,,,,,,,,,,,,
2024-03-01,Muskaan Abdul Qadir,Article,2024,Evaluation of FamMed essentials: a blended-learning program for capacity building of general practitioners in Pakistan,Secondary Author,External,Published,"Khan, U.I., Farazdaq, H., Naseem, A. et al. (2024). Evaluation of FamMed essentials: a blended-learning program for capacity building of general practitioners in Pakistan. BMC Med Educ 24, 218. https://doi.org/10.1186/s12909-024-05069-y",,,,,,,,,,,,,,,,,
